老师编号,老师工号,老师姓名,常带课程,可带课程
2578,T1578,广艺韬,国际法,民事诉讼法；电工电子技术
2579,T1579,席琴雅,外贸英语B,混凝土结构；细胞生物学；理论力学
2580,T1580,姚飘娥,财务管理,生理学A；航空宇航制造工程；世界经济学
2581,T1581,伍艺筠,动物科学,普通化学A；结晶矿物学；哲学概论
2582,T1582,陆羽凡,中国近代史,大气科学概论A；塑性力学；乐理学C
2583,T1583,雷斌纶,建筑与城市摄影,建筑设计B1；教育论
2584,T1584,养诚易,机械制图B,机械制图A
2585,T1585,薄雁仪,艺术设计概论,建筑史工业；数控加工技术
2586,T1586,谭卿纯,工程制图,钢结构；混凝土结构
2587,T1587,匡燕等,中国语言文学,中国近代史；中国古代史；中国诗词欣赏
2588,T1588,强家壮,中外城市建筑史,海洋科学导论；舞蹈欣赏；国际法
2589,T1589,别黛嘉,大气探测学,机械制图B；数控加工技术；交通港站与枢纽
2590,T1590,施晨曦,传播学,中医古典医籍；中医诊断学；中国史
2591,T1591,相燕荔,地球物理及勘探方法,海洋调查与观测技术；海洋地质学
2592,T1592,宗雁红,刺灸学,航空仪表；中医内科学；大学计算机基础
2593,T1593,栾庭业,分析力学,流体力学；振动力学；实验力学
2594,T1594,时坚旭,国际法,国际私法；国际政治
2595,T1595,祝才亮,基础会计,中级财政会计管理会计成本会计
2596,T1596,井策信,断裂力学,建筑史工业；现代控制理论；航空仪表
2597,T1597,盛坚珑,建筑师业务基础,乐理学A2；国际营销学；新闻学
2598,T1598,宦迅骏,森林生态学,测量与遥感
2599,T1599,阮香筠,电气控制与PLC技术,马克思主义哲学原理；农牧业生产基础；中国近代史
2600,T1600,谈之国,消防工程,哲学概论；临床药学；交通运输法规
2601,T1601,贾馨燕,地球物理大地测量学,森林昆虫学；组织胚胎学
2602,T1602,乜亮启,舞蹈欣赏,WTO规则；乐理学B1
2603,T1603,甘宜兰,财政学,中国工艺美术史；塑性力学
2604,T1604,花滢真,乐理学C,计算机原理及应用；反应堆工程管理
2605,T1605,糜若裕,现代控制理论,测试技术；电工与电子技术基础理论
2606,T1606,舒翰涛,塑性力学,断裂力学；流体力学；物理学
2607,T1607,施真昭,海洋地质学,生物海洋学；海洋调查与观测技术
2608,T1608,韦影倩,电工与电子技术基础理论,中国语言文学；工程水文学；交通运输技术管理
2609,T1609,缪承韵,核动力装置,流体力学
2610,T1610,尚垒洋,农牧业生产基础,生物学基础
2611,T1611,祁海和,国际贸易运输与保险,生理学B1；宏观经济学
2612,T1612,石菁嘉,商法,会计学A；生物化学与分子生物学；乐理学A1
2613,T1613,秦 艺,常微分方程,构造地质学；中国近代史
2614,T1614,农融继,实验力学,中国哲学史；乐理学A1
2615,T1615,葛信基,海洋地质学,生物海洋学；海洋调查与观测技术
2616,T1616,石清朔,乐理学D,建筑设计；外国语言文学；建筑设计C
2617,T1617,查帆彬,数字信号处理,电机维修；常微分方程；乐理学A1
2618,T1618,全茂瑜,工程水文学,工程地质学
2619,T1619,禄婉飘,针灸临床治疗学,经络学；刺灸学；推拿临床治疗学
2620,T1620,陶才升,空气动力学,理论力学
2621,T1621,汪礼波,生物技术,森林昆虫学；林木病理学
2622,T1622,杜芸彩,普通化学A,教育哲学；现代医学基础；飞行器结构力学
2623,T1623,陆月琼,口腔解剖生理学,数理统计；西方哲学史；中国近代史
2624,T1624,章琦欣,制丝学,纺纱学；机织学；针织学
2625,T1625,居时洲,口腔修复学,口腔内科学
2626,T1626,伏纨梅,中国工艺美术史,外国工艺美术史
2627,T1627,路眉锦,生态建筑概论,工程结构；儿科护理学；建筑设计
2628,T1628,姬磊营,天体力学,测试技术；大学英语
2629,T1629,金谊涛,岩土力学,工程制图；地基与基础
2630,T1630,容岚竹,古代汉语,教育论；地质学C；妇产科护理学
2631,T1631,芮育寒,地质学,国际金融；结晶矿物学；普通心理学
2632,T1632,柯枝苑,工程结构,乐理学C；地球化学；会计学A
2633,T1633,习珑珑,塑性力学,构造地质学；人体解剖学C；物理化学
2634,T1634,蓟韵姬,电机维修,电工电子技术；数控加工技术；图像识别
2635,T1635,庄莉瑞,中国法制史,大学生物B；建筑与城市摄影；断裂力学
2636,T1636,夔娴冰,园艺,植物保护；植物科学与技术
2637,T1637,米亚菊,幼儿心理学,声乐；学前卫生学
2638,T1638,潘怡舒,教育通论,中医诊断学；商务英语；教育通论
2639,T1639,东榕伦,实验力学,振动力学；理论力学
2640,T1640,祖谊旭,经络学,刺灸学；针灸临床治疗学
2641,T1641,龚钧鹏,计量经济学,航空宇航制造工程；中国近代史
2642,T1642,孔云真,汉语言文学,传播学
2643,T1643,邬震翔,纤维材料化学,跆拳道；中国法制史；教育心理学
2644,T1644,晁壮宏,幼儿心理学,声乐；学前卫生学
2645,T1645,朱万耀,中国教育史,电路理论；外国教育史；建筑材料
2646,T1646,安竹菊,航空航天概论,林木病理学；学前卫生学
2647,T1647,席雅华,地球化学,岩石学；核动力装置；建筑设计A
2648,T1648,闵顺光,纺织品设计学,纺织厂空气调节
2649,T1649,鱼采采,天体力学,全球地球动力学
2650,T1650,乌飘娜,教学论；德育原理,教育社会学
2651,T1651,秋翠育,岩土力学,工程制图；地基与基础
2652,T1652,赖新金,地质学A；地质学B1;地质学B2；地质学C,岩石学；矿床学
2653,T1653,贝蔚龙,外国教育史,工程热力学；管理数学；塑性力学
2654,T1654,满琛皓,宗教学,国际营销学；艺术设计基础；民法
2655,T1655,韩友谦,会计学C,面向对象程序设计；天气学
2656,T1656,乐岚兴,高等测量平差,工程地质学；中国哲学史；舞蹈欣赏
2657,T1657,松豪绍,乐理基础,声乐；舞蹈；学前卫生学
2658,T1658,芮怡红,现代控制理论,测试技术；电工与电子技术基础理论
2659,T1659,阎星康,测试技术,数字信号处理；世界通史；地球物理大地测量学
2660,T1660,明庭力,会计学B,遥感技术；刑事科学技术；刺灸学
2661,T1661,终韵同,天体力学,组织胚胎学；生物化学；高等数学A
2662,T1662,傅金邦,大学生物A,岩石学；人口经济学；遥感技术
2663,T1663,越朗斌,法理学；宪法,中国法制史；民法；商法
2664,T1664,寇毓翠,中医学基础B,感测技术；艺术设计概论；地基与基础
2665,T1665,张娅婕,交通运输法规,口腔内科学；国际金融；历史地理学
2666,T1666,邹河朗,交通运输技术管理,操作系统；国际经济学；基础会计
2667,T1667,聂荣爽,外贸英语B,外贸英语A
2668,T1668,双韵娴,生物学基础,农牧业生产基础
2669,T1669,乐基江,中医学基础A；中医学基础B；现代医学基础,中医古典医籍
2670,T1670,卓君子,制丝学,纺纱学；机织学；针织学
2671,T1671,阴璟谦,流体力学,物理学；塑性力学；断裂力学
2672,T1672,沃翠春,地基与基础,西方哲学史；行政管理
2673,T1673,蒯 霞,理论力学,实验力学；弹性力学
2674,T1674,唐迅诚,建筑师业务基础,可持续建筑
2675,T1675,邢营和,中小学教学法,运筹学；高等数学A；民事诉讼法
2676,T1676,韦固荣,艺术设计基础,数字信号处理；植物生理学
2677,T1677,丰齐向,信号与系统,计算机仿真技术；教学论
2678,T1678,汪凝黛,国际商务案例,国际金融；对外贸易概论
2679,T1679,韶鹏弘,国际营销学,传播学；中国法制史
2680,T1680,诸黛咏,乐理基础,舞蹈欣赏；交响乐欣赏；舞蹈
2681,T1681,郏岚怡,天体力学,有机化学A；大地测量学基础
2682,T1682,蒙羽娴,基础会计,中国哲学史；地质学B2；管理学
2683,T1683,和礼博,地球物理及勘探方法,遥感技术
2684,T1684,江馥伊,电路理论,计算机技术；电磁场理论
2685,T1685,慎天臻,种子科学与工程,空
2686,T1686,昌春晓,振动力学,弹性力学
2687,T1687,阎昊辉,中医古典医籍,大学生物C；中国断代史；学前卫生学
2688,T1688,相园薇,宗教学,外贸制单与结汇；药理学；数控加工技术
2689,T1689,毋艳苑,蚕学,塑性力学；中国法制史；会计学A
2690,T1690,姜红 ,行政法与行政诉讼法,热工；工程力学B；宏观经济学
2691,T1691,鱼 枫,工程制图,西方史学史；教育论；织物组织学
2692,T1692,车欣薇,自动控制理论,中外哲学原著导读；植物生理学；哲学概论
2693,T1693,窦蕾言,生理学B1,飞行器结构力学；环境控制；常微分方程
2694,T1694,尹元逸,科学技术哲学,实践性教学环节
2695,T1695,姚浩武,交响乐欣赏,会计学B；数理统计；海洋调查与观测技术
2696,T1696,赵馥娜,交通运输法规,幼儿心理学；中级财政会计管理会计成本会计
2697,T1697,席寒丽,机械制图A,现代控制理论；毛泽东思想；微观经济学
2698,T1698,鱼建禾,外贸英语B,高等测量平差；人体解剖学A；建筑防灾
2699,T1699,昝枝馥,纤维材料化学,计算机技术；大学生物C
2700,T1700,咸兰琬,地质学B2,财务管理；空间测理论与技术
2701,T1701,仰之泓,理论力学,实验力学；弹性力学
2702,T1702,暴营民,国际商务谈判,大学物理B1；园艺；游泳
2703,T1703,鲍真欢,舞蹈,空气动力学；经络学；结晶矿物学
2704,T1704,纪韵光,WTO规则,生理学B1；编译技术；声乐
2705,T1705,容枝琼,自动控制理论,外国语言文学；可持续建筑；电气控制与PLC技术
2706,T1706,伍瑞晓,植物保护,生物力学；国学经典；编译技术
2707,T1707,甘建绍,航空仪表,临床医学；工程力学A1
2708,T1708,鬱羽秋,物理化学,分析化学
2709,T1709,隆富树,交响乐欣赏,纺织厂空气调节；流体力学
2710,T1710,籍秀瑾,农学A,人体解剖学B；机织学；马克思主义哲学
2711,T1711,齐晓娣,中国诗词文化,程序设计基础；高等数学B；临床医学
2712,T1712,於震金,口腔修复学,马克思主义哲学原理；电磁场理论；毛泽东思想
2713,T1713,余海 ,信号与系统,宗教学；数学分析
2714,T1714,晏彩青,流体力学,空气动力学；塑性力学；断裂力学
2715,T1715,仰雄钢,建筑史工业,生态建筑概论；古建筑保护
2716,T1716,巢君菲,临床药学,地质学B1；机械设计基础；对待贸易概论
2717,T1717,和柔英,大学计算机基础,人体解剖学A；飞机维修；国际经济学
2718,T1718,石希惠,国际贸易运输与保险,面向对象程序设计；生态与可持续发展经济学；流体力学
2719,T1719,惠博蒙,地质学A,地质学B1
2720,T1720,江兰咏,方剂学,流体力学；核动力装置
2721,T1721,和飘琼,操作系统,编译技术；数据结构
2722,T1722,慕娜贞,机械制图,计算机绘图
2723,T1723,国姬嘉,地质学C,国际商法；基础会计
2724,T1724,寿轮琛,护理学基础A；护理学基础B,内科护理学；外科护理学
2725,T1725,雷等亚,电磁场理论,行政法与行政诉讼法；工程热力学
2726,T1726,夏菁洁,中国断代史,中医古典医籍；舞蹈欣赏
2727,T1727,庾映文,蚕学,学前卫生学；中国古代史
2728,T1728,家洁中,机械制图B,程序设计基础；普通化学B；国际商法
2729,T1729,广哲璟,建筑设计B2,中医内科学；建筑设计A；操作系统
2730,T1730,乐聪 ,刺灸学,艺术设计概论；数控加工技术
2731,T1731,何升选,弹性力学,地球物理及勘探方法；理论力学
2732,T1732,伏语德,工程结构,电路理论；国际贸易B；几何学
2733,T1733,武艺萍,电力电子技术,电气控制与PLC技术；运动控制
2734,T1734,葛致龙,机织学,数控加工技术；会计学C
2735,T1735,司树锦,森林生态学,测量与遥感
2736,T1736,燕昭育,刑事科学技术,中药学；电工与电子技术基础理论；外贸制单与结汇
2737,T1737,谢士茂,针灸临床治疗学,经络学；刺灸学；推拿临床治疗学
2738,T1738,娄琬瑾,空气动力学,新闻传播三大类；建筑设计C
2739,T1739,乜婷荷,断裂力学,普通心理学；组织胚胎学；天气学
2740,T1740,戎为雄,西方哲学史,基础会计；中国教育史；中医诊断学
2741,T1741,殷琰桂,宗教学,食品添加剂；生态与可持续发展经济学；细胞生物学
2742,T1742,戈同风,教育心理学,教育论；教育哲学
2743,T1743,文旭罡,纺织品设计学,纺织厂空气调节
2744,T1744,闻苑馨,马克思主义哲学,毛泽东思想
2745,T1745,包保良,健康评估,幼儿心理学；跆拳道；国际商法
2746,T1746,柳艺伊,口腔解剖生理学,刺灸学；国际营销学
2747,T1747,宰伯卫,建筑材料,混凝土结构；钢结构
2748,T1748,支迅士,农牧业生产基础,生物学基础
2749,T1749,倪曦帅,儿科护理学,中国诗词欣赏；教育通论；流体力学
2750,T1750,喻壮钢,教育心理学,古建筑保护；生物化学与分子生物学
2751,T1751,邵钦辉,妇产科护理学,儿科护理学
2752,T1752,曲奇凤,幼儿保健学,舞蹈；学前卫生学
2753,T1753,湛纪函,植物科学与技术,建筑设计B1；政治经济学
2754,T1754,乐珊环,中医学基础A；中医学基础B；现代医学基础,中医古典医籍
2755,T1755,融津可,传热,乐理学B2；神经生理学；建筑师业务基础
2756,T1756,顾爽欢,现代医学基础,数理统计；植物保护
2757,T1757,靳思欢,中医诊断学,中药学；方剂学；中医内科学
2758,T1758,阮可廷,儿科护理学,外科护理学；方剂学；植物营养学
2759,T1759,成彪风,教学论,国学经典；国际商法；中医诊断学
2760,T1760,连秀莉,针织学,对外贸易概论；艺术设计概论；科学技术哲学
2761,T1761,古起宪,方剂学,地球物理及勘探方法；国际商法；植物营养学
2762,T1762,乜励咏,森林植物学,建筑师业务基础；大气科学概论；大学生物C
2763,T1763,仲晔伯,地质学,地质学B1；大气科学概论B1；材料科学基础
2764,T1764,越天晓,地质学A,地质学B1
2765,T1765,骆隆舜,护理学基础A；护理学基础B,内科护理学；外科护理学
2766,T1766,禄飘瑞,地球物理大地测量学,幼儿保健学；地质学A；中外哲学原著导读
2767,T1767,夔奎善,高等数学A,自动控制理论；工程力学A2；对待贸易概论
2768,T1768,华正洋,声乐,中外哲学原著导读；政治经济学；世界通史
2769,T1769,邰茂裕,操作系统,乐理学A2；古建筑保护；结晶矿物学
2770,T1770,许昭琳,国学经典,哲学概论；计算机软件技术基础；核动力装置
2771,T1771,冀羽岚,幼儿心理学,舞蹈；学前卫生学
2772,T1772,莫心珑,法理学；宪法,中国法制史；民法；商法
